seq,frame,method,level,bitrate,psnr,ms_ssim,detections,enc_time,dec_time,cpu_ram_mb,gpu_vram_mb,vmaf
Bosphorus,3,bmshj2018_hyperprior,4,0.15578703703703703,37.53530608000634,0.9717752933502197,1,0.3754277229309082,0.34898972511291504,1798.639616,246.771712,
Bosphorus,3,mbt2018_mean,3,0.094429012345679,36.12478884390796,0.9599019289016724,2,0.2735610008239746,0.35851025581359863,1773.64992,246.870016,
Bosphorus,3,mbt2018_mean,4,0.1348611111111111,37.584985556041495,0.9715434908866882,2,0.27069830894470215,0.3336067199707031,1783.349248,246.771712,
Bosphorus,4,bmshj2018_factorized,3,0.15939814814814815,36.03223463957456,0.9629914164543152,2,0.27976274490356445,0.3698997497558594,1798.586368,246.870016,
Bosphorus,4,bmshj2018_factorized,4,0.22703703703703704,37.68267973040731,0.9737265110015869,2,0.2137131690979004,0.30014729499816895,1773.699072,246.870016,
Bosphorus,4,bmshj2018_hyperprior,3,0.11200617283950617,36.05753767671458,0.9596728682518005,3,0.2702624797821045,0.3444805145263672,1773.699072,246.771712,
Bosphorus,4,bmshj2018_hyperprior,4,0.1554320987654321,37.52287330434533,0.9716664552688599,1,0.275287389755249,0.3285388946533203,1798.602752,246.771712,
Bosphorus,4,mbt2018_mean,3,0.09404320987654322,36.12859808823046,0.9597986936569214,3,0.2687215805053711,0.3312079906463623,1773.703168,246.870016,
Bosphorus,4,mbt2018_mean,4,0.13493827160493826,37.572040290556636,0.971550464630127,3,0.2697727680206299,2.1163477897644043,1777.11104,246.771712,
Bosphorus,5,bmshj2018_factorized,3,0.15941358024691357,36.02717982610541,0.9631341695785522,2,0.30210280418395996,0.29149770736694336,1748.926464,246.870016,
Bosphorus,5,bmshj2018_factorized,4,0.22723765432098766,37.68771617439378,0.9737328290939331,2,0.2563059329986572,0.3163301944732666,1761.64864,246.870016,
Bosphorus,5,bmshj2018_hyperprior,3,0.11212962962962963,36.05600058886148,0.9597989916801453,3,0.2671377658843994,0.33083128929138184,1767.809024,246.771712,
Bosphorus,5,bmshj2018_hyperprior,4,0.1558179012345679,37.53432196800458,0.971743106842041,3,0.28769445419311523,0.368654727935791,1761.722368,246.771712,
Bosphorus,5,mbt2018_mean,3,0.09439814814814815,36.127419857576506,0.9599596858024597,3,0.27045536041259766,0.3411712646484375,1767.882752,246.870016,
Bosphorus,5,mbt2018_mean,4,0.13490740740740742,37.56730795270256,0.9715692400932312,3,0.2882266044616699,0.38630223274230957,1761.77152,246.771712,
Bosphorus,6,bmshj2018_factorized,3,0.15935185185185186,36.02817846686389,0.9628744125366211,1,0.37233519554138184,0.38248777389526367,1774.198784,246.870016,
Bosphorus,6,bmshj2018_factorized,4,0.226820987654321,37.675338771169386,0.973604679107666,1,0.2600109577178955,0.30430078506469727,1798.84032,246.870016,
Bosphorus,6,bmshj2018_hyperprior,3,0.11183641975308642,36.063426466860555,0.9595953822135925,3,0.26601600646972656,0.3655261993408203,1773.944832,246.771712,
Bosphorus,6,bmshj2018_hyperprior,4,0.1554783950617284,37.52281614214701,0.9716333150863647,1,0.3023841381072998,0.3436131477355957,1777.352704,246.771712,
Bosphorus,6,mbt2018_mean,3,0.09430555555555556,36.13405393461282,0.9598497152328491,3,0.25858426094055176,0.33221006393432617,1798.979584,246.870016,
Bosphorus,6,mbt2018_mean,4,0.13459876543209875,37.562036373207434,0.9714116454124451,3,0.264934778213501,0.3364124298095703,1774.034944,246.771712,
Bosphorus,7,bmshj2018_factorized,3,0.1592746913580247,36.006190693147204,0.9627594351768494,2,0.36733150482177734,0.290996789932251,1777.41824,246.870016,
Bosphorus,7,bmshj2018_factorized,4,0.22691358024691358,37.65751473142935,0.9735454320907593,2,0.26633453369140625,0.29813385009765625,1798.914048,246.870016,
Bosphorus,7,bmshj2018_hyperprior,3,0.11191358024691359,36.055310987932224,0.9595370292663574,3,0.26061129570007324,0.328157901763916,1774.006272,246.771712,
Bosphorus,7,bmshj2018_hyperprior,4,0.15529320987654321,37.50390501633766,0.9715495109558105,2,0.28480052947998047,0.32586145401000977,1783.7056,246.771712,
Bosphorus,7,mbt2018_mean,3,0.0937962962962963,36.12484606794415,0.9597758650779724,3,0.26127076148986816,0.33559632301330566,1798.909952,246.870016,
Bosphorus,7,mbt2018_mean,4,0.13447530864197532,37.55549781953863,0.9714273810386658,2,0.264650821685791,0.33777570724487305,1773.91616,246.771712,
Bosphorus,8,bmshj2018_factorized,3,0.15921296296296297,36.01631142803701,0.9628536701202393,3,0.3592061996459961,0.3022894859313965,1777.299456,246.870016,
Bosphorus,8,bmshj2018_factorized,4,0.22719135802469137,37.69811795207301,0.9736756086349487,1,0.23801112174987793,0.28933072090148926,1798.795264,246.870016,
Bosphorus,8,bmshj2018_hyperprior,3,0.11166666666666666,36.059590014380184,0.9595388174057007,3,0.2586953639984131,0.34859657287597656,1773.891584,246.771712,
Bosphorus,8,bmshj2018_hyperprior,4,0.15521604938271605,37.52020248993322,0.971653163433075,3,0.2595643997192383,0.32704901695251465,1777.299456,246.771712,
Bosphorus,8,mbt2018_mean,3,0.09362654320987654,36.124695629897865,0.9597448706626892,2,0.2723522186279297,0.3412959575653076,1798.795264,246.870016,
Bosphorus,8,mbt2018_mean,4,0.13464506172839505,37.57221048207511,0.9714670181274414,2,0.2634768486022949,0.33267688751220703,1773.879296,246.771712,
Bosphorus,9,bmshj2018_factorized,3,0.15916666666666668,36.01822157942023,0.9627323150634766,4,0.2998824119567871,0.3549931049346924,1749.118976,246.870016,
Bosphorus,9,bmshj2018_factorized,4,0.22689814814814815,37.701771560143904,0.9737278819084167,4,0.25546908378601074,0.32820963859558105,1761.906688,246.870016,
Bosphorus,9,bmshj2018_hyperprior,3,0.1116358024691358,36.06489876364949,0.9595267176628113,5,0.29581212997436523,0.35350537300109863,1768.067072,246.771712,
Bosphorus,9,bmshj2018_hyperprior,4,0.15518518518518518,37.53712980230895,0.9716410040855408,4,0.2926197052001953,0.3719663619995117,1761.837056,246.771712,
Bosphorus,9,mbt2018_mean,3,0.09364197530864198,36.1273473136836,0.9595787525177002,3,0.2755918502807617,0.3303191661834717,1767.99744,246.870016,
Bosphorus,9,mbt2018_mean,4,0.1341820987654321,37.57459820245082,0.9713060259819031,5,0.29198408126831055,0.37093281745910645,1761.837056,246.771712,
Bosphorus,10,bmshj2018_factorized,3,0.15895061728395063,36.036204285103494,0.9627645015716553,4,0.3382136821746826,0.33562397956848145,1774.526464,246.870016,
Bosphorus,10,bmshj2018_factorized,4,0.22679012345679012,37.700659671613295,0.9736518263816833,5,0.22201991081237793,0.2881746292114258,1799.168,246.870016,
Bosphorus,10,bmshj2018_hyperprior,3,0.11143518518518518,36.07062723643033,0.959568202495575,4,0.2605397701263428,0.32731199264526367,1774.206976,246.771712,
Bosphorus,10,bmshj2018_hyperprior,4,0.15523148148148147,37.5516778046819,0.9715725779533386,5,0.26787495613098145,0.33182382583618164,1777.614848,246.771712,
Bosphorus,10,mbt2018_mean,3,0.09378086419753086,36.149814727693645,0.9596596956253052,5,0.2635502815246582,0.3311793804168701,1799.110656,246.870016,
Bosphorus,10,mbt2018_mean,4,0.13435185185185186,37.581207963152934,0.9712826013565063,4,0.26435017585754395,0.3331458568572998,1774.231552,246.771712,
Bosphorus,11,bmshj2018_factorized,3,0.15915123456790123,36.034843130348236,0.962850034236908,2,0.3585216999053955,0.28977346420288086,1777.3568,246.870016,
Bosphorus,11,bmshj2018_factorized,4,0.22671296296296295,37.70910329995732,0.9737076759338379,4,0.23708868026733398,0.29048895835876465,1798.852608,246.870016,
Bosphorus,11,bmshj2018_hyperprior,3,0.11141975308641976,36.076379150931665,0.959648847579956,2,0.2586226463317871,0.32573413848876953,1773.948928,246.771712,
Bosphorus,11,bmshj2018_hyperprior,4,0.15535493827160493,37.553037829785424,0.9716519713401794,3,0.26803159713745117,0.3336491584777832,1783.648256,246.771712,
Bosphorus,11,mbt2018_mean,3,0.09361111111111112,36.138767675443965,0.9596642851829529,4,0.2625143527984619,0.32980823516845703,1798.852608,246.870016,
Bosphorus,11,mbt2018_mean,4,0.13479938271604938,37.59992921717652,0.9713948965072632,5,0.2618534564971924,0.32900166511535645,1773.969408,246.771712,
Bosphorus,12,bmshj2018_factorized,3,0.1590895061728395,36.06402288352976,0.9630333185195923,2,0.36721372604370117,0.2995436191558838,1777.483776,246.870016,
Bosphorus,12,bmshj2018_factorized,4,0.2264043209876543,37.68398945976598,0.9736123085021973,2,0.2626180648803711,0.30108022689819336,1798.979584,246.870016,
Bosphorus,12,bmshj2018_hyperprior,3,0.11149691358024691,36.07540367045183,0.9595558643341064,2,0.25611281394958496,0.32562875747680664,1774.10048,246.771712,
Bosphorus,12,bmshj2018_hyperprior,4,0.15483024691358024,37.55247916438846,0.9715976119041443,3,0.2686173915863037,0.3236112594604492,1777.508352,246.771712,
Bosphorus,12,mbt2018_mean,3,0.09395061728395061,36.16551661466428,0.959907054901123,2,0.2691836357116699,0.32999372482299805,1799.00416,246.870016,
Bosphorus,12,mbt2018_mean,4,0.13429012345679012,37.59547482996948,0.9714509844779968,5,0.2627592086791992,0.34064483642578125,1774.05952,246.771712,
Bosphorus,13,bmshj2018_factorized,3,0.15905864197530864,36.050927218573925,0.962974488735199,2,0.3158736228942871,0.35815906524658203,1749.245952,246.870016,
Bosphorus,13,bmshj2018_factorized,4,0.2267746913580247,37.7091308960692,0.9735722541809082,3,0.2708413600921631,0.3443167209625244,1761.964032,246.870016,
Bosphorus,13,bmshj2018_hyperprior,3,0.11132716049382715,36.07984861815831,0.9597195386886597,2,0.2744109630584717,0.3468949794769287,1768.124416,246.771712,
Bosphorus,13,bmshj2018_hyperprior,4,0.15476851851851853,37.54361740602568,0.9715404510498047,1,0.2903134822845459,0.37692952156066895,1761.968128,246.771712,
Bosphorus,13,mbt2018_mean,3,0.09368827160493827,36.134428126037584,0.9598035216331482,2,0.26518869400024414,0.33985137939453125,1768.128512,246.870016,
Bosphorus,13,mbt2018_mean,4,0.13424382716049382,37.590003879197035,0.9713419675827026,3,0.29262876510620117,2.1728672981262207,1761.97632,246.771712,
Bosphorus,14,bmshj2018_factorized,3,0.1591820987654321,36.047171985302995,0.9629577994346619,2,0.3597133159637451,0.3551523685455322,1774.403584,246.870016,
Bosphorus,14,bmshj2018_factorized,4,0.22660493827160494,37.69919644773261,0.9736599922180176,3,0.2404642105102539,0.29196953773498535,1799.04512,246.870016,
Bosphorus,14,bmshj2018_hyperprior,3,0.11137345679012346,36.057313834724226,0.959404468536377,3,0.2752411365509033,0.3508889675140381,1774.133248,246.771712,
Bosphorus,14,bmshj2018_hyperprior,4,0.15476851851851853,37.54331910666901,0.9715644717216492,2,0.29255151748657227,0.3321411609649658,1777.54112,246.771712,
Bosphorus,14,mbt2018_mean,3,0.09365740740740741,36.160132851134634,0.9598094820976257,3,0.27007055282592773,0.33060169219970703,1799.036928,246.870016,
Bosphorus,14,mbt2018_mean,4,0.13404320987654322,37.578087443849206,0.9713420867919922,4,0.2652909755706787,0.33411383628845215,1774.03904,246.771712,
Bosphorus,15,bmshj2018_factorized,3,0.15932098765432098,36.05042728342045,0.9630906581878662,2,0.3581368923187256,0.2884857654571533,1777.422336,246.870016,
Bosphorus,15,bmshj2018_factorized,4,0.2271604938271605,37.70010811377601,0.9736773371696472,2,0.24320220947265625,0.29067182540893555,1798.918144,246.870016,
Bosphorus,15,bmshj2018_hyperprior,3,0.1117283950617284,36.06504739990647,0.9595400094985962,3,0.2548024654388428,0.33859729766845703,1773.973504,246.771712,
Bosphorus,15,bmshj2018_hyperprior,4,0.15529320987654321,37.544484062141,0.9715733528137207,3,0.27689671516418457,0.34453749656677246,1783.672832,246.771712,
Bosphorus,15,mbt2018_mean,3,0.09393518518518519,36.141465397101996,0.9597324132919312,4,0.26811933517456055,0.33469223976135254,1798.877184,246.870016,
Bosphorus,15,mbt2018_mean,4,0.13447530864197532,37.57153517538653,0.971332311630249,4,0.2682647705078125,0.33856821060180664,1773.944832,246.771712,
Bosphorus,16,bmshj2018_factorized,3,0.15938271604938273,36.05116549712571,0.9629397392272949,1,0.350055456161499,0.37973475456237793,1777.590272,246.870016,
Bosphorus,16,bmshj2018_factorized,4,0.226929012345679,37.696218308312325,0.9736244082450867,2,0.2672858238220215,0.2880058288574219,1799.08608,246.870016,
Bosphorus,16,bmshj2018_hyperprior,3,0.11151234567901235,36.07613794875363,0.9596762657165527,3,0.25722241401672363,0.3355846405029297,1774.206976,246.771712,
Bosphorus,16,bmshj2018_hyperprior,4,0.15535493827160493,37.5484432966575,0.9715725183486938,2,0.2659008502960205,0.3276987075805664,1777.614848,246.771712,
Bosphorus,16,mbt2018_mean,3,0.09415123456790124,36.139749439695116,0.9598239660263062,3,0.30884623527526855,0.33812522888183594,1799.110656,246.870016,
Bosphorus,16,mbt2018_mean,4,0.13444444444444445,37.56430019690799,0.971229076385498,2,0.26577162742614746,0.3309926986694336,1774.166016,246.771712,
Bosphorus,17,bmshj2018_factorized,3,0.15959876543209878,36.030150089150894,0.962913990020752,3,0.30477094650268555,0.3798513412475586,1749.393408,246.870016,
Bosphorus,17,bmshj2018_factorized,4,0.22743827160493826,37.69222276937026,0.9736956357955933,3,0.29093003273010254,0.3338592052459717,1762.111488,246.870016,
Bosphorus,17,bmshj2018_hyperprior,3,0.11175925925925925,36.06136517088439,0.9595420360565186,3,0.27001118659973145,0.32831764221191406,1768.1408,246.771712,
Bosphorus,17,bmshj2018_hyperprior,4,0.1554320987654321,37.53705237978454,0.9715893268585205,3,0.291257381439209,0.3680887222290039,1762.004992,246.771712,
Bosphorus,17,mbt2018_mean,3,0.09439814814814815,36.11823611386178,0.9595896601676941,3,0.276378870010376,0.3297553062438965,1768.165376,246.870016,
Bosphorus,17,mbt2018_mean,4,0.13441358024691358,37.557482372448774,0.971335768699646,2,0.30373334884643555,0.374481201171875,1762.004992,246.771712,
Bosphorus,18,bmshj2018_factorized,3,0.15930555555555556,36.03072168247915,0.962865948677063,2,0.36809635162353516,0.3175675868988037,1774.432256,246.870016,
Bosphorus,18,bmshj2018_factorized,4,0.22680555555555557,37.68962546706658,0.9735972881317139,3,0.23544740676879883,0.2940044403076172,1799.073792,246.870016,
Bosphorus,18,bmshj2018_hyperprior,3,0.11137345679012346,36.08391847546001,0.9596640467643738,3,0.27895402908325195,0.3395867347717285,1774.186496,246.771712,
Bosphorus,18,bmshj2018_hyperprior,4,0.1553395061728395,37.56019495711864,0.971642017364502,3,0.2605588436126709,0.33939456939697266,1777.594368,246.771712,
Bosphorus,18,mbt2018_mean,3,0.09381172839506173,36.13081782360043,0.9598318934440613,3,0.26591038703918457,0.3302648067474365,1799.090176,246.870016,
Bosphorus,18,mbt2018_mean,4,0.13436728395061728,37.583048169251626,0.9713065028190613,3,0.2599334716796875,0.3824319839477539,1774.174208,246.771712,
Bosphorus,19,bmshj2018_factorized,3,0.15905864197530864,36.056093869234836,0.9631604552268982,2,0.36204051971435547,0.361208438873291,1777.426432,246.870016,
Bosphorus,19,bmshj2018_factorized,4,0.22662037037037036,37.72286940630003,0.9736915826797485,2,0.2326197624206543,0.29060912132263184,1798.92224,246.870016,
Bosphorus,19,bmshj2018_hyperprior,3,0.11108024691358025,36.09453434196662,0.9597800970077515,3,0.26640748977661133,0.33042240142822266,1774.014464,246.771712,
Bosphorus,19,bmshj2018_hyperprior,4,0.15492283950617283,37.577431120767415,0.9716771841049194,2,0.2739224433898926,0.3304708003997803,1783.713792,246.771712,
Bosphorus,19,mbt2018_mean,3,0.09407407407407407,36.168761954290716,0.9599920511245728,3,0.26333165168762207,0.3308238983154297,1799.049216,246.870016,
Bosphorus,19,mbt2018_mean,4,0.1339506172839506,37.596153506382265,0.9713079929351807,2,0.26252198219299316,0.3299868106842041,1774.063616,246.771712,
Bosphorus,20,bmshj2018_factorized,3,0.1590895061728395,36.074909613015656,0.9632272720336914,2,0.34920382499694824,0.29778361320495605,1777.446912,246.870016,
Bosphorus,20,bmshj2018_factorized,4,0.2263888888888889,37.73255338113556,0.973707914352417,1,0.22013092041015625,0.2996203899383545,1798.94272,246.870016,
Bosphorus,20,bmshj2018_hyperprior,3,0.11118827160493827,36.11018746403089,0.9598455429077148,3,0.29232072830200195,0.33244824409484863,1774.116864,246.771712,
Bosphorus,20,bmshj2018_hyperprior,4,0.15453703703703703,37.59558999403046,0.9717308878898621,2,0.2660534381866455,0.33159303665161133,1777.393664,246.771712,
Bosphorus,20,mbt2018_mean,3,0.09371913580246914,36.19734580212726,0.960119903087616,2,0.27684926986694336,0.34221315383911133,1799.020544,246.870016,
Bosphorus,20,mbt2018_mean,4,0.13359567901234567,37.60500052800594,0.9713723659515381,3,0.2697312831878662,0.3426077365875244,1774.051328,246.771712,
Bosphorus,21,bmshj2018_factorized,3,0.15862654320987654,36.09817327018738,0.9632992744445801,2,0.31674885749816895,0.2990555763244629,1749.27872,246.870016,
Bosphorus,21,bmshj2018_factorized,4,0.22587962962962962,37.77205148059843,0.973875880241394,2,0.27632832527160645,0.322751522064209,1761.9968,246.870016,
Bosphorus,21,bmshj2018_hyperprior,3,0.11094135802469136,36.14461165037677,0.9600176811218262,3,0.2687199115753174,0.3386070728302002,1768.026112,246.771712,
Bosphorus,21,bmshj2018_hyperprior,4,0.1540432098765432,37.62016970857205,0.9718706607818604,2,0.2874267101287842,0.37067103385925293,1761.890304,246.771712,
Bosphorus,21,mbt2018_mean,3,0.09350308641975309,36.20871517474767,0.960049569606781,2,0.27277278900146484,0.34118199348449707,1768.050688,246.870016,
Bosphorus,21,mbt2018_mean,4,0.13311728395061728,37.64983024376844,0.9715558886528015,2,0.28964924812316895,0.3679161071777344,1761.927168,246.771712,
Bosphorus,22,bmshj2018_factorized,3,0.15844135802469136,36.10691441341889,0.9632155895233154,2,0.36825084686279297,0.2895021438598633,1774.485504,246.870016,
Bosphorus,22,bmshj2018_factorized,4,0.22575617283950616,37.7820544452278,0.9738203883171082,3,0.24123644828796387,0.2871665954589844,1799.12704,246.870016,
Bosphorus,22,bmshj2018_hyperprior,3,0.11069444444444444,36.14535174100909,0.9598616361618042,2,0.2616288661956787,0.3426675796508789,1774.166016,246.771712,
Bosphorus,22,bmshj2018_hyperprior,4,0.15351851851851853,37.63102203713942,0.9717392921447754,3,0.30383920669555664,0.33135366439819336,1777.573888,246.771712,
Bosphorus,22,mbt2018_mean,3,0.09314814814814815,36.21262916620461,0.9600651264190674,2,0.2640678882598877,0.33945727348327637,1799.069696,246.870016,
Bosphorus,22,mbt2018_mean,4,0.13304012345679012,37.665800228582796,0.9715243577957153,2,0.2759108543395996,2.164299249649048,1774.166016,246.771712,
Bosphorus,23,bmshj2018_factorized,3,0.15834876543209878,36.13541462009487,0.9632899761199951,2,0.34200501441955566,0.2974731922149658,1777.553408,246.870016,
Bosphorus,23,bmshj2018_factorized,4,0.22526234567901235,37.79504981842051,0.9738930463790894,2,0.24989724159240723,0.2933838367462158,1799.049216,246.870016,
Bosphorus,23,bmshj2018_hyperprior,3,0.11054012345679012,36.16261767964481,0.9599193334579468,3,0.2624330520629883,0.3452119827270508,1774.14144,246.771712,
Bosphorus,23,bmshj2018_hyperprior,4,0.15330246913580248,37.62583027054373,0.9718047380447388,2,0.2793736457824707,0.3596775531768799,1783.840768,246.771712,
Bosphorus,23,mbt2018_mean,3,0.09304012345679012,36.23055572686325,0.9600152969360352,3,0.28462958335876465,0.3640763759613037,1799.176192,246.870016,
Bosphorus,23,mbt2018_mean,4,0.1322067901234568,37.675804665439394,0.9715322852134705,2,0.32643818855285645,0.33172607421875,1774.198784,246.771712,
Bosphorus,24,bmshj2018_factorized,3,0.15817901234567902,36.10883388437203,0.9632219076156616,2,0.35707807540893555,0.28772616386413574,1777.58208,246.870016,
Bosphorus,24,bmshj2018_factorized,4,0.22527777777777777,37.78417109955746,0.9738153219223022,3,0.2257552146911621,0.3007056713104248,1799.20896,246.870016,
Bosphorus,24,bmshj2018_hyperprior,3,0.11050925925925927,36.14719822509609,0.9598264694213867,3,0.2687506675720215,0.3331420421600342,1774.231552,246.771712,
Bosphorus,24,bmshj2018_hyperprior,4,0.1533179012345679,37.63094035869645,0.9718347787857056,2,0.2665286064147949,0.33684372901916504,1777.639424,246.771712,
Bosphorus,24,mbt2018_mean,3,0.09287037037037037,36.231236045042806,0.9602062106132507,3,0.27791690826416016,0.33193397521972656,1799.135232,246.870016,
Bosphorus,24,mbt2018_mean,4,0.13253086419753085,37.672183181704725,0.9715020060539246,3,0.26319122314453125,0.34269118309020996,1774.231552,246.771712,
Bosphorus,25,bmshj2018_factorized,3,0.15808641975308643,36.103250636535684,0.9631545543670654,2,0.368117094039917,0.2987697124481201,1783.775232,246.870016,
Bosphorus,25,bmshj2018_factorized,4,0.22518518518518518,37.78696339868657,0.9737863540649414,3,0.21524310111999512,0.3111388683319092,1749.397504,246.870016,
Bosphorus,25,bmshj2018_hyperprior,3,0.11024691358024691,36.142045332441086,0.9597800970077515,3,0.29701781272888184,0.371046781539917,1762.004992,246.771712,
Bosphorus,25,bmshj2018_hyperprior,4,0.15290123456790122,37.64772914408845,0.9718055129051208,3,0.27760791778564453,0.33124494552612305,1749.286912,246.771712,
Bosphorus,25,mbt2018_mean,3,0.09260802469135802,36.23219726898169,0.9601923823356628,3,0.30349254608154297,0.36336183547973633,1761.984512,246.870016,
Bosphorus,25,mbt2018_mean,4,0.13203703703703704,37.66302384803511,0.971408486366272,3,0.2804234027862549,0.3379666805267334,1749.372928,246.771712,
Bosphorus,26,bmshj2018_factorized,3,0.15830246913580248,36.10156490453045,0.9631430506706238,2,0.45838499069213867,0.32761120796203613,1761.968128,246.870016,
Bosphorus,26,bmshj2018_factorized,4,0.22546296296296298,37.792655271178376,0.9738210439682007,3,0.24963808059692383,0.3429555892944336,1755.459584,246.870016,
Bosphorus,26,bmshj2018_hyperprior,3,0.11016975308641976,36.14007527132386,0.9598075151443481,3,0.29772019386291504,0.3841886520385742,1761.968128,246.771712,
Bosphorus,26,bmshj2018_hyperprior,4,0.1528395061728395,37.63536785993055,0.971701979637146,3,0.2913501262664795,0.34035396575927734,1771.143168,246.771712,
Bosphorus,26,mbt2018_mean,3,0.09253086419753087,36.225961063874536,0.9600226283073425,3,0.29071855545043945,0.37004613876342773,1761.968128,246.870016,
Bosphorus,26,mbt2018_mean,4,0.1322222222222222,37.64756037938171,0.9713765382766724,2,0.2965571880340576,0.3302013874053955,1771.143168,246.771712,
Bosphorus,27,bmshj2018_factorized,3,0.15850308641975308,36.11626958532668,0.9632520079612732,2,0.36368298530578613,0.3916604518890381,1761.959936,246.870016,
Bosphorus,27,bmshj2018_factorized,4,0.2254783950617284,37.80131908119905,0.973841667175293,3,0.2521533966064453,0.286790132522583,1749.241856,246.870016,
Bosphorus,27,bmshj2018_hyperprior,3,0.11030864197530864,36.14603939693036,0.9598185420036316,3,0.29661011695861816,0.3772010803222656,1761.85344,246.771712,
Bosphorus,27,bmshj2018_hyperprior,4,0.15285493827160493,37.628771131267676,0.9717044830322266,1,0.27474331855773926,0.3278515338897705,1749.241856,246.771712,
Bosphorus,27,mbt2018_mean,3,0.0925462962962963,36.22226197858937,0.959946870803833,3,0.29840683937072754,0.36229586601257324,1761.85344,246.870016,
Bosphorus,27,mbt2018_mean,4,0.13214506172839507,37.669244934295435,0.9714576601982117,2,0.28186821937561035,0.3353242874145508,1749.241856,246.771712,
Bosphorus,28,bmshj2018_factorized,3,0.1583179012345679,36.09645657972339,0.9631466269493103,3,0.3846440315246582,0.3749275207519531,1761.927168,246.870016,
Bosphorus,28,bmshj2018_factorized,4,0.22544753086419753,37.80331176180782,0.973869800567627,2,0.25292134284973145,0.29039478302001953,1755.418624,246.870016,
Bosphorus,28,bmshj2018_hyperprior,3,0.11041666666666666,36.15067213787551,0.95974200963974,3,0.2940361499786377,0.3563272953033447,1761.927168,246.771712,
Bosphorus,28,bmshj2018_hyperprior,4,0.15300925925925926,37.64285085004749,0.971748948097229,2,0.2822902202606201,0.3391704559326172,1771.102208,246.771712,
Bosphorus,28,mbt2018_mean,3,0.09277777777777778,36.24277335687502,0.9601106643676758,4,0.28804850578308105,0.3566598892211914,1761.959936,246.870016,
Bosphorus,28,mbt2018_mean,4,0.1322685185185185,37.68245808305795,0.9715220332145691,2,0.27495503425598145,0.33486056327819824,1771.134976,246.771712,
