img,model,level,bpp,psnr,ms_ssim,enc_time,dec_time,ablation
kodim09.png,bmshj2018_factorized,1,0.13194444444444445,27.06963598814847,0.9434594511985779,1.0941555500030518,0.22989439964294434,resize_192x192
kodim09.png,bmshj2018_factorized,2,0.20052083333333334,28.749465785177325,0.9619702696800232,0.015576362609863281,0.008510589599609375,resize_192x192
kodim09.png,bmshj2018_factorized,3,0.2907986111111111,30.267846199256766,0.9741503596305847,0.008420228958129883,0.010331869125366211,resize_192x192
kodim09.png,bmshj2018_factorized,4,0.4236111111111111,31.979296446683524,0.9822230339050293,0.00855112075805664,0.00879812240600586,resize_192x192
kodim09.png,bmshj2018_factorized,5,0.5902777777777778,33.68155639657108,0.9883352518081665,0.012603759765625,0.015714645385742188,resize_192x192
kodim09.png,bmshj2018_factorized,6,0.8602430555555556,36.03218850813442,0.9923371076583862,0.04724860191345215,0.024340391159057617,resize_192x192
kodim09.png,bmshj2018_hyperprior,1,0.1484375,27.588724506470417,0.9472371935844421,0.07048177719116211,0.026802778244018555,resize_192x192
kodim09.png,bmshj2018_hyperprior,2,0.22395833333333334,29.58391485902469,0.9645315408706665,0.020642757415771484,0.022402048110961914,resize_192x192
kodim09.png,bmshj2018_hyperprior,3,0.3177083333333333,31.39953941825994,0.9772567749023438,0.021146059036254883,0.02132391929626465,resize_192x192
kodim09.png,bmshj2018_hyperprior,4,0.453125,33.304379964656576,0.9843904376029968,0.03019881248474121,0.02863287925720215,resize_192x192
kodim09.png,bmshj2018_hyperprior,5,0.6197916666666666,35.03061852362049,0.9897074699401855,0.021294832229614258,0.020552396774291992,resize_192x192
kodim09.png,bmshj2018_hyperprior,6,0.8359375,37.35035119133659,0.993142306804657,0.050978899002075195,0.03003072738647461,resize_192x192
kodim01.png,bmshj2018_factorized,1,0.1623263888888889,24.685720253435992,0.8950717449188232,0.00874781608581543,0.00955057144165039,resize_192x192
kodim01.png,bmshj2018_factorized,2,0.2526041666666667,25.968066750007512,0.9324726462364197,0.006682872772216797,0.01330876350402832,resize_192x192
kodim01.png,bmshj2018_factorized,3,0.4001736111111111,27.271492528816168,0.9552807807922363,0.006689548492431641,0.008658885955810547,resize_192x192
kodim01.png,bmshj2018_factorized,4,0.6319444444444444,28.9275978625503,0.972143828868866,0.009949922561645508,0.01091456413269043,resize_192x192
kodim01.png,bmshj2018_factorized,5,0.9557291666666666,30.626471175764244,0.9828027486801147,0.012213468551635742,0.009751319885253906,resize_192x192
kodim01.png,bmshj2018_factorized,6,1.4618055555555556,32.87329502213564,0.9903124570846558,0.01865220069885254,0.018507003784179688,resize_192x192
kodim01.png,bmshj2018_hyperprior,1,0.21006944444444445,25.336220959629404,0.9148496389389038,0.020024538040161133,0.026373624801635742,resize_192x192
kodim01.png,bmshj2018_hyperprior,2,0.3359375,26.89526338815048,0.9449803233146667,0.02656412124633789,0.020808935165405273,resize_192x192
kodim01.png,bmshj2018_hyperprior,3,0.5086805555555556,28.596224192556896,0.9670154452323914,0.026619434356689453,0.04036855697631836,resize_192x192
kodim01.png,bmshj2018_hyperprior,4,0.7873263888888888,30.37594360789143,0.9806790351867676,0.03458213806152344,0.027883529663085938,resize_192x192
